chapuni/llvm
opencog/opencog
htcondor/htcondor
soomla/cocos2dx-store
rethinkdb/rethinkdb
ledger/ledger
hrydgard/ppsspp
callaa/Drawpile
pagespeed/ngx_pagespeed
snogglethorpe/snogray
jetty840/Sailfish-MightyBoardFirmware
cloudcompare/trunk
ilpincy/argos3
mcvsama/xefis
vovythevov/Bender
datalurkur/Bushido-Mongers
WizTeam/WizQTClient
OSGeo/gdal
rorywalsh/cabbage
casadi/casadi
c42f/displaz
wang-bin/QtAV
Ventero/FRESteamWorks
ros-planning/navigation
performous/performous
HoverRace/HoverRace
olemke/arts
SuperV1234/SSVStart
monocasual/giada
jthornber/thin-provisioning-tools
SonarOpenCommunity/sonar-cxx
dannyedel/dspdfviewer
SysFera/vishnu
idemura/incub
april-org/april-ann
tmhedberg/dcss-ehe
SuperV1234/SSVOpenHexagon
jktjkt/trojita
antonbarty/cheetah
tjhladish/dengue
naoyam/physis
Morwenn/POLDER
statismo/statismo
i-score-old/Score
visualfc/liteide
nakdai/izanagi
vcmi/vcmi
christianparpart/x0
bisegni/chaosframework
mcallegari/qlcplus
springlobby/springlobby
quassel/quassel
gammalib/gammalib
ddemidov/amgcl
gkv311/sview
windytan/redsea
osmandapp/OsmAnd-core
mikaelpatel/Cosa
iteratedecks/iteratedecks
hwine/test-mc-ma-cvs
themanaworld/tmwa
ros-planning/moveit_ros
fbraem/mqweb
Spicery/ginger
cmangos/mangos-tbc
NpoSaut/QtMon
mangoszero/server
fanout/pushpin
vkohaupt/vokoscreen
po-devs/pokemon-online
swig/swig
cinemast/libjson-rpc-cpp
haizi-zh/micromanager
blmarket/icpc
meta-qt5/qtbase
biometrics/openbr
ros-planning/moveit_core
cliffordwolf/yosys
diydrones/ardupilot
Macaulay2/M2
jamoma/JamomaCore
c2lang/c2compiler
fawkesrobotics/fawkes
saleyn/utxx
mdcurtis/micromanager-upstream
CS-svnmirror/farmanager
contradict/SampleReturn
temcocontrols/T3000_Building_Automation_System
mcr/unstrung
zpublic/zpublic
vinipsmaker/tufao
qpHalcy0n/Quad2012
olk/boost-fiber
berkus/uvvy
osudrl/atrias
Nils-TUD/Escape
ideawu/ssdb
MailCore/mailcore2
embree/embree
llvm-mirror/clang-tools-extra
sddm/sddm
EQEmu/Server
NxRLab/gibbot
N3Roaster/typica
communi/communi-desktop
Paracel/QSanguosha-Para
jrosener/digitalscratch
gbl08ma/utilities
erashid/DON
orocos-toolchain/rtt
EpochModTeam/DayZ-Epoch
SuperV1234/SSVSCollision
sillsdev/icu4c
groonga/grnxx
macgitver/MacGitverModules
llvm-mirror/lld
falkTX/Carla
g76r/qron
dxx-rebirth/dxx-rebirth
SimonKagstrom/emilpro
AndreasFMueller/AstroPhotography
christopherpow/nesicide
alexeyche/alexeyche-junk
BAllanach/softsusy
scp-fs2open/fs2open.github.com
always-on/always
cybereality/Perception
anagorko/kinf
svn2github/libicu
uart/gem5-mirror
resiprocate/resiprocate
samplecount/methcla
cmangos/mangos-cata
mangostwo/server
cofenberg/unrimp
mwthinker/Zombie
svalaskevicius/qtjs-generator
zhanxw/rvtests
jordandong/myleetcodes
orocos-toolchain/typelib
openspim/micromanager
shadow-robot/sr-ronex
nkurinsky/SurveySim
puyoai/puyoai
andryblack/sandbox
hyrise/hyrise
deskvox/deskvox
RTXI/rtxi
bro/bro
openMVG/openMVG
FePhyFoFum/phyx
pixmeo/osirix
RGLab/flowWorkspace
iagox86/dnscat2
PointCloudLibrary/pcl
wwu-numerik/dune-stuff
readium/readium-sdk
GNOME/vte
fweimer/symboldb
emoon/ProDBG
doomtech/odamex
StackedCrooked/stacked-crooked
mirror/mingw-w64
boostorg/config
boostorg/filesystem
boostorg/geometry
boostorg/math
boostorg/phoenix
boostorg/spirit
boostorg/thread
boostorg/test
jsm174/vpinball
OpenFortranProject/ofp-sdf
boostorg/multiprecision
Dekken/maiken
SRA-SiliconValley/webkit-webcl
labust/labust-ros-pkg
firelab/windninja
roboptim/roboptim-core
datacratic/soa
darrenhp/AlgoSolution
GHScan/DailyProjects
youngwolf-project/st_asio_wrapper
aarnt/octopi
osmocom/osmo-pcu
LSTS/dune
calaos/calaos_base
paradajz/OpenDeck
r-barnes/richdem
hivesolutions/builds
minetest/minetest
StanfordLegion/legion
boostorg/compute
YCAMInterlab/RAMDanceToolkit
jazztickets/choria
mempko/firestr
randombit/botan
StanfordPL/x64asm
jhol/pulseview
tominokers/RatelPlayer
cs-au-dk/Artemis
fifengine/fifengine
esa/pagmo
zalf-lsa/monica
lexicalunit/nanodbc
viennacl/viennacl-dev
madronalabs/madronalib
FEniCS/dolfin
cocos2d/cocos2d-js
OPM/opm-parser
Predelnik/DSpellCheck
matus-chochlik/oglplus
cms-sw/cmssw
paralect/robomongo
xrootd/xrootd
humeaua/CVATools
cloose/CuteMarkEd
i8degrees/ttcards
gt1/libmaus
SuperV1234/SSVUtils
chipgw/planets-3d
t-sakashita/rokko
VioletDarkKitty/hre6
GooFit/GooFit
qcad/qcad
CasparCG/Server
gt1/biobambam
yoavweiss/Blink
patrickfrey/strus
sirjuddington/SLADE
robotology/yarp
Plaristote/crails
livecode/livecode
CasparCG/Client
ctools/ctools
dartsim/dart
SiteView/eccmeteor
cocaine/cocaine-framework-native
facebook/mysql-5.6
statgen/gotcloud
owncloud/client
rtbkit/rtbkit
namelessvoid/qrwar
cms-sw/cmsdist
willbryant/kitchen_sync
Fastcode/NUClear
Rexamine/stringi
PowerDNS/pdns
yinqiwen/ardb
FeatherCoin/Feathercoin
BSVino/DoubleAction
ajgilbert/ICHiggsTauTau
HSA-Libraries/Bolt
svn2github/libicu_full
vancegroup-mirrors/sofa-framework
davidshepherd7/oomph-lib
ulfhermann/openttd
attugit/archie
opentrack/opentrack
PKRoma/MirandaNG
mgieseki/dvisvgm
VerKnowSys/TheSS
jafl/jx_application_framework
maekitalo/cxxtools
lumail/lumail
SFML/SFML
mapbox/mapnik-vector-tile
richardmg/quickanimator
islog/liblogicalaccess
zdevito/terra
vxl/vxl
mirror/libtorrent
medInria/medInria-public
libdynd/libdynd
wanderine/BROCCOLI
boostorg/log
mangosthree/server
mspraggs/pyQCD
dune-project/dune-grid
dune-project/dune-istl
cnjinhao/nana
dune-project/dune-common
Metaswitch/sprout
SuperV1234/SSVNewRogue
p12tic/libsimdpp
plumed/plumed2
mvo5/apt
mixxxdj/mixxx
mozilla/rr
danielaparker/jsoncons
olevegard/DXBall
lizardfs/lizardfs
jackburton79/bgemu
hltj/wxMEdit
andrewlow/v8ppc
qtproject/qtbase
qtproject/qtdeclarative
qtproject/qtmultimedia
qtproject/qttools
qtproject/qtwayland
qtproject/qtwebkit
qtproject/qt-creator
dune-project/dune-pdelab
qtproject/qtlocation
roeles/maccready
atom/brightray
hakzsam/re-pcounter-tools
SESA/EbbRT
bcrist/bengine
degarashi/spinner
simongog/sdsl-lite
anirudhSK/chromium
OPM/opm-autodiff
52North/IlwisConnectors
wuchen1106/g4sim
LegacyXperia/android_device_semc_msm7x30-common
doxygen/doxygen
pandegroup/openmm
obfuscated/codeblocks_sf
qtproject/installer-framework
OFFIS-Automation/Framework
qtproject/qt-labs-qbs
Nikoli/quite-rss
wwu-numerik/dune-multiscale
jdart1/arasan-chess
tomhrr/dale
dgobbi/vtk-dicom
legnaleurc/junkcode
calref/cboe
Nehmulos/media-u
Nevcairiel/LAVFilters
qtproject/qtserialport
colvars/colvars
planetsumo/sumo
communi/libcommuni
cbweixin/algorithm-practice
qtproject/qtconnectivity
qtproject/qt3d
xtuple/qt-client
openwar/openwar
OPM/opm-material
danshapero/icepack
apex-hughin/LyX
kkruecke/234tree-in-cpp
Illumina/manta
jasp-stats/jasp-desktop
minorg/thryft
smarmy/DPOC
WFRT/Comps
kimwalisch/primecount
johanvdw/SAGA-GIS-git-mirror
DayZMod/DayZ
gem-sw/GEMCode
ImageEngine/cortex
diydrones/apm_planner
xoreos/xoreos
wichtounet/budgetwarrior
Ultimaker/CuraEngine
mommsen/evb
troendle/HH-Higgs
viennagrid/viennagrid-dev
NPS-DEEP/hashdb
boost-experimental/di
gottcode/xfce4-whiskermenu-plugin
Distrotech/squid
emacsmirror/lilypond
openclonk/openclonk
rheit/zdoom
su2code/SU2
project-hatohol/hatohol
stepmania/stepmania
marsyas/marsyas
pencil2d/pencil
mauiaaron/apple2
cms-analysis/HiggsAnalysis-CombinedLimit
libantioch/antioch
pymor/dune-pymor
mirabitl/SDHCAL
ros-simulation/gazebo_ros_pkgs
ctaggart/SourceLink
MTG/essentia
maidsafe-archive/MaidSafe-Vault
maidsafe-archive/MaidSafe
maidsafe-archive/MaidSafe-Drive
maidsafe-archive/MaidSafe-Routing
root-mirror/root
automatak/dnp3
bluescarni/piranha
USCiLab/cereal
grinsfem/grins
vapoursynth/vapoursynth
Expander/FlexibleSUSY
ETHZ/ASAnalysis
CRPropa/CRPropa3
sintefmath/tinia
quyse/inanity
ECALELFS/ECALELF
otland/forgottenserver
matpow2/cuwo
NeuroRoboticTech/AnimatLabPublicSource
elador/FeatureDetection
mickelson/attract
geneotech/Augmentations
polyfox/moon
giucam/orbital
DavidPH/GDCC
nlohmann/json
phusion/passenger
goeb/smit
VectorChief/QuadRay-engine
rouault/gdal_coverage
kannanvijayan/whisper
dune-community/dune-hdd
wheybags/freeablo
scalegraph/scalegraph
vgmtrans/vgmtrans
vinniefalco/Beast
tatsuhiro-t/nghttp2
MentorEmbedded/meta-mentor
sabel83/metashell
dolphin-emu/dolphin
NREL/OpenStudio
teuro/atcradar
VectorChief/UniSIMD-assembler
gigablast/open-source-search-engine
magicant/sesh
GearChicken/MINX
OpenTTD/OpenTTD
viennamesh/viennamesh-dev
i8degrees/nomlib
Phonations/Joker
lxde/pcmanfm-qt
elemental/Elemental
quangounet/TOPP
joseparnau/rosjac
tvdzwan/hyperion
cuberite/cuberite
easylogging/easyloggingpp
Razish/japp
Yur11/r64fx
osmcode/libosmium
gandalfcode/gandalf
ComputationalRadiationPhysics/picongpu
sphair/ClanLib
rdunning0823/tophat
eudaq/eudaq
Distrotech/bind10
rhicspin/cnipol
nubakery/bagel
dream3d/DREAM3D
smeighan/xLights
haiwen/seafile-client
evaleev/libint
jefferis/cmtk
tristanpenman/valijson
named-data/ndn-cpp
simbody/simbody
therocode/featherkit
cginternals/libzeug
JulianKunkel/siox
hpicgs/cgsee
uic-evl/omegalib
DionysiosB/CodeForces
yoyz/audio
ValeevGroup/mpqc
ValeevGroup/tiledarray
lxde/lxqt-panel
lammps/lammps
Drag-On/Dragon-Blaze-Game-Library
soonhokong/lean-osx
Kreogist/Cuties
rbock/sqlpp11
GNOME/gnome-commander
arcnexus/RedFoX
GNOME/glibmm
TeamHackLG/android_hardware_qcom_display-caf
cmkuo/ggAnalysis
yvt/openspades
Ybalrid/Annwvyn
GNOME/glom
mliertzer/ngsolve
soonhokong/lean-windows
bavc/qctools
oxygine/oxygine-framework
ombre5733/weos
mirror/smartmontools
xoreos/xoreos-tools
juanknebel/tesis-jaks
strukturag/libde265
schuay/pheet
openxc/vi-firmware
ravinet/mahimahi
DWARVES/Project-Warrior
remap/ndnrtc
vrsys/avango
laurolins/nanocube
paullric/tempestmodel
aschroeder/agge
Icinga/icinga2
libqueso/queso
sudnya/video-classifier
Barbatos/BatailleSpatiale
a2flo/floor
0x7CFE/llst
geodynamics/pylith
MultiMC/MultiMC5
Reactive-Extensions/RxCpp
RetroShare/RetroShare
crosswalk-project/tizen-extensions-crosswalk
crosswalk-project/crosswalk
Itseez/opencv_contrib
Kurento/kurento-media-server
e2guardian/e2guardian
boutproject/BOUT-dev
muse-sequencer/muse
python27/AlgorithmSolution
kaskr/adcomp
JACoders/OpenJK
Juniper/contrail-controller
FeiZhu/Physika
istehem/Evaluation_of_validity_of_verification_methods
01org/ozone-wayland
qgis/QGIS
huggle/huggle3-qt-lx
jihwankim/CSM
hirakuni45/glfw3_app
trikset/trikRuntime
gogglesmm/gogglesmm
uglide/RedisDesktopManager
SuperV1234/SSVBloodshed
Ancurio/mkxp
libSDL2pp/libSDL2pp
osakared/qwt
projectchrono/chrono
milasudril/gabi
pcolby/libqtaws
CERN-PH-CMG/cmg-cmssw
ripple/rippled
kimwalisch/primesieve
ryanhaining/cppitertools
Juniper/contrail-sandesh
NevilClavain/DrawSpace
kelvinh/xproxy
percona/percona-server
srush/PyDecode
grizzly-studios/Space-Evaders
kallaspriit/soccervision
NeuralProsthesisLab/unlock
jrprice/Oclgrind
QtCurve/qtcurve
arielm/new-chronotext-toolkit
percona/percona-xtrabackup
adrien-matta/nptool
telefonicaid/fiware-orion
urho3d/Urho3D
gimli-org/gimli
nomacs/nomacs
aymara/lima
ProjetM1MPRI2013/central
koying/SPMC
hsdxpro/Zsiroskenyer-Engine
widelands/widelands
otherlab/geode
SIPp/sipp
jb-alvarado/media-autobuild_suite
koba-e964/contest
simtr/The-Powder-Toy
Kingcom/armips
dicarlolab/archconvnets
stereomatchingkiss/blogCodes2
gahansen/Albany
sergeyreznik/et-engine
rezwan4029/UVA-CODES
degarashi/resonant
putnampp/clotho
tathanhdinh/PathExplorer
treeguard/leetcode
jobe-m/ownkeepass
chenxiaolong/DualBootPatcher
InsightSoftwareConsortium/ITK
erisproject/eris
proycon/colibri-core
isazi/Dedispersion
wolfviking0/webcl-translator
NevilClavain/DrawSpace_samples
astralien3000/aversive--
psi-plus/psi-plus-snapshots
percona/percona-xtradb-cluster
MichaelRFairhurst/wake-compiler
TACC/perfexpert
slimek/Caramel
omnirom/android_frameworks_av
facebook/hhvm
STEllAR-GROUP/hpxcl
xivo-pbx/xivo-client-qt
VajraFramework/Vajra
Orange-OpenSource/mod_dup
vrsys/guacamole
wichtounet/thor-os
riuson/lcd-image-converter
flow123d/flow123d
jalmond/LQanalyzer
byllyfish/libofp
ELENA-LANG/elena-lang
devernay/openfx-misc
feecpp/imakart
OSSIA/i-score
AICP/frameworks_av
effekseer/Effekseer
MRPT/mrpt
lanice/elemate
seqan/seqan
Squirrel/Squirrel.Windows
ElunaLuaEngine/Eluna
Metaswitch/clearwater-snmp-handlers
WagicProject/wagic
galushin/Ural
MetalPhaeton/sayuri
voxelinc/voxellancer
VSRonin/CLOModel
craflin/libnstd
krishauser/Klampt
macroevolution/bamm
jordantucker/cmssw-usercode
proycon/colibri-mt
LibreOffice/core
vistle/vistle
LegendRhine/MTSD-008
mabrarov/asio_samples
matzke1/sawyer
RcppCore/Rcpp
mogemimi/pomdog
datastax/cpp-driver
TheBlueMatt/RelayNode
cisco/openh264
stdr-simulator-ros-pkg/stdr_simulator
POV-Ray/povray
SFTtech/openage
zaqwes8811/cpp-tricks
svn2github/fs2open
openalpr/openalpr
schuhschuh/cmake-basis
airdcpp/airgit
MrKepzie/Natron
FastLED/FastLED
ericniebler/range-v3
Torkelz/Havenborough
ComPWA/ComPWA
dissonmatveev/exercises
