rstudio/rstudio
aeshell/aesh
keeps/roda
pgillet/Glue
picketlink/picketlink
Amab/SWADroid
eclipse/emf.compare
eclipse/eclipse.platform.swt
yamcs/yamcs
apache/directory-studio
apache/directory-shared
apache/derby
ironjan/MensaUPB
ltettoni/logic2j
apache/clerezza
eclipse/ocl
apache/wss4j
asad/SMSD
eclipse/eclipse.pde.ui
jbosstools/jbosstools-integration-tests
jbosstools/jbosstools-base
jbosstools/jbosstools-server
objectledge/cyklotron
PAC-ROM/android_frameworks_base
PAC-ROM/android_packages_apps_Settings
crashub/crash
jankotek/mapdb
pressgang-ccms/PressGangCCMSREST
jbosstools/jbosstools-javaee
ox-it/wl-course-signup
jbosstools/jbosstools-openshift
ForgeEssentials/ForgeEssentials
teiid/teiid
neo4j/neo4j
LiveRamp/hank
dreamhead/moco
webbukkit/DynmapForge
oVirt/ovirt-engine
lobid/lodmill
membrane/service-proxy
pressgang-ccms/PressGangCCMSUI
ukanth/afwall
aws/aws-sdk-java
sdenier/Geco
aidancbrady/Mekanism
jbosstools/jbosstools-central
texone/creativecomputing
intel-hadoop/HiBench
kijiproject/kiji-schema
killbill/killbill
QuickBlox/quickblox-android-sdk
OpenLMIS/open-lmis
I-TECH/openmrs-module-kenyaemr
Weltraumschaf/maconha
paulhoule/infovore
Wikia/selenium-tests
sakai-mirror/sam
Metaswitch/libjitsi
INL/BlackLab
eroskoller/wsintegra
lopesdasilva/etoile
CeON/CERMINE
Omertron/api-themoviedb
Desy-extern/cs-studio
miniboxing/miniboxing-plugin
Docear/Desktop
datastax/java-driver
agacek/jkind
freeplane/freeplane
PIH/mirebalais-smoke-tests
cowtowncoder/ClusterMate
elan-ev/StudIPAndroidApp
eclipse/linuxtools
Zubnix/trinityshell
researchstudio-sat/webofneeds
mnn/jaffas
blurpy/kouchat
compbio-UofT/medsavant
Fabric3/fabric3-core
vivo-project/Vitro
endosnipe/ENdoSnipe
sakai-mirror/kernel
sakai-mirror/portal
junkdog/artemis-odb
heinousjay/JibbrJabbr
sakai-mirror/lessonbuilder
Netflix/Hystrix
LibrePlan/libreplan
USGS-CIDA/coastal-hazards
feigensp/Prophet
mcidasv/mcidasv
octopus-platform/joern
orcc/orcc
apache/cordova-android
haiwen/seadroid
apps4av/avare
nuodb/migration-tools
genericsystem/genericsystem2011
crawljax/crawljax
flyway/flyway
dextra/dextranet
ansell/openrdf-sesame
eclipse/scout.rt
mulesoft/mule
apache/isis
osmandapp/OsmAnd-tools
zolyfarkas/spf4j
Appverse/appverse-web
scotthartbti/android_frameworks_base
rovo89/XposedInstaller
jenetics/jenetics
Johnnei/JavaTorrent
bozimmerman/CoffeeMud
obiba/magma
vkostyukov/la4j
lviggiano/owner
cojen/Tupl
SolarNetwork/solarnetwork-node
SolarNetwork/solarnetwork-central
Xephi/AuthMeReloaded
Armarr/Autorank-2
openmrs/openmrs-module-webservices.rest
onepf/AppDF
kir-dev/korok
Craftware/Kornell
svn2github/commons-vfs2
OpenNTF/SocialSDK
johnmay/metingear
llbit/chunky
pentaho/pentaho-commons-gwt-modules
deric/clueminer
CLLKazan/UIMA-Ext
ancoron/glassfish-main
pentaho/pentaho-platform-plugin-reporting
apache/maven-shared
ThinkingBridge/platform_packages_apps_Settings
apache/jena
eclipse/eclipselink.runtime
deegree/deegree3
openxc/openxc-android
androidarmv6/android_frameworks_base
ArcBees/arcbees-website
androidarmv6/android_packages_apps_Settings
praveendath92/MDroid
pentaho/pentaho-platform
ICS-TU-Ilmenau/fog
celements/celements-blog
p6spy/p6spy
hpsa/hp-application-automation-tools-plugin
doanduyhai/Achilles
apache/commons-compress
greese/dasein-cloud-azure
apache/cxf-fediz
openstack-infra/gerrit
apache/pivot
OpenGrok/OpenGrok
MachineMuse/MachineMusePowersuits
stanfy/enroscar
robovm/robovm
cloudfoundry/login-server
jqno/equalsverifier
digipost/android
jMonkeyEngine/jmonkeyengine
RedHatQE/rhsm-qe
MinecraftForge/FML
jmxtrans/jmxtrans
dcoraboeuf/ontrack
ttddyy/datasource-proxy
physion/ovation-ui2
barchart/barchart-feed
levants/lightmare
play-project/play-dcep
ratpack/ratpack
pentaho/pentaho-reporting
NeuroML/org.neuroml.export
shadowmage45/AncientWarfare
BuildCraft/BuildCraft
baasbox/baasbox
AddstarMC/Minigames
turenar/elnetw
apache/webservices-axiom
ankidroid/Anki-Android
dandelion/dandelion
lawremi/PerFabricaAdAstra
Shevchik/AutoSaveWorld
dandelion/dandelion-datatables
SeleniumHQ/www.seleniumhq.org
herculeshssj/orcamento
apache/cayenne
wholeplatform/whole
ecologylab/BigSemanticsWrapperRepository
neurord/stochdiff
osate/ErrorModelV2
processing/processing
openpnp/openpnp
happyjack27/autoredistrict
redsolution/xabber-android
StevenRS11/DimDoors
koral--/android-gif-drawable
kaspervandenberg/aida
mindwind/craft-atom
apache/oodt
open-infinity/cmt
shkschneider/android_Skeleton
PLOS/ambra
Orego/Orego
txteam/tx-parent
julianchurchill/text-adventure
SystemsInMotion/OrgChart_Java
coherence-community/oracle-tools
anba/es6draft
scotthartbti/android_packages_apps_Settings
dmarc0001/submatixBTAndroid4
cytoscape/cytoscape-impl
CarbonDev/android_packages_apps_Settings
ow2-xlcloud/xlcloud
yuripourre/etyllica
shopgun/shopgun-android-sdk
CarbonDev/android_frameworks_base
astrapi69/jaulp.wicket
apache/tomee
miho/VWorkflows
vaadin/vaadin
codinguser/gnucash-android
memellis/SlotPuzzle
zeminlu/comitaco
pegasus-isi/pegasus
camsys/onebusaway-application-modules
devhub-tud/devhub
junit-team/junit
mgarber/scriptureV2
araqne/logdb
SNePS/CSNePS
skavanagh/KeyBox
openMF/mifosx
fge/json-schema-core
MovingBlocks/TerasologyLauncher
CloudifySource/Cloudify-iTests
undera/jmeter-plugins
jenkinsci/git-client-plugin
linkedin/rest.li
comsysto/jumbodb
mybatis/mybatis-3
everit-org/jira-timetracker-plugin
ibissource/iaf
OpenTreeOfLife/treemachine
escamuche/STAB
joelittlejohn/jsonschema2pojo
Dworzaaa/database-epileptic-patients
MarginallyClever/Makelangelo
phoenix-bin/client
almex/Raildelays
schildbach/bitcoin-wallet
Ideyatech/opentides3
JanKoehnlein/FXDiagram
mpi2/PhenotypeArchive
zhuowei/MCPELauncher
artmoni/gardening-manager-android
nitbix/ensemble-testing
malensek/galileo
xwic/jWic
openworm/org.geppetto.model.neuroml
slipstream/SlipStreamServer
Nunnery/MythicDrops
apache/creadur-rat
pubnub/java
anthonycr/Lightning-Browser
ReVolt-ROM/frameworks_base
mquasten/merchandise
ecsec/open-ecard
sveawebpay/java-integration
mstepan/incubator
OneBusAway/onebusaway-android
metaborg/runtime-libraries
xwic/appkit
rSmart/kuali_kc
FamilySearch/gedcomx-java
Koller-Digital/200Million_darkEnergy
chipster/chipster
arnobl/latexdraw
BenjaminSchiller/DNA
eclipse/golo-lang
sculptor/sculptor
Ribesg/NPlugins
scoophealth/oscar
PIH/openmrs-module-mirebalaisreports
OpenHMIS/openmrs-module-openhmis.inventory
haslab/echo
apache/commons-configuration
ORCID/ORCID-Source
teotigraphix/CausticSDK
broadgsa/gatk-protected
alibaba/druid
alibaba/fastjson
NineWorlds/serenity-android
culturegraph/metafacture-core
Netflix/denominator
enhanced-portals/enhanced-portals
eswartz/emul
pcingola/BigDataScript
ccavanaugh/jgnash
JetBrains/intellij-plugin-verifier
JnRouvignac/AutoRefactor
droolsjbpm/optaplanner
JakeWharton/butterknife
gsdlab/chocosolver
Jahia/external-provider
sdl/Testy
prism/Prism
ramesesinc/incubation
pankajmore/DPP
haku/Onosendai
finmath/finmath-lib
jclouds/jclouds-labs
OpenNTF/org.openntf.domino
DougEdey/SB_Elsinore_Server
chocoteam/choco3
JetBrains/jetpad-mapper
tferr/Scripts
testinfected/molecule
Parquet/parquet-mr
droolsjbpm/dashboard-builder
codefollower/Lealone
micromata/projectforge-webapp
RedhawkSDR/eclipse-gov.redhawk.core
RedhawkSDR/eclipse-gov.redhawk.ide
uq-eresearch/aorra
otavanopisto/muikku
LSTS/neptus
camunda/camunda-bpm-platform
joel-costigliola/assertj-core
nhaarman/ListViewAnimations
TotalFreedom/TotalFreedomMod
solkin/mandarin-android
IntersectAustralia/faims-android
skylot/jadx
stripe/stripe-android
mizdebsk/xmvn
